employee_id,amount,from_date,to_date
11356,53112,1988-12-04T00:00:00.000Z,1989-12-04T00:00:00.000Z
11356,53527,1989-12-04T00:00:00.000Z,1990-12-04T00:00:00.000Z
11356,54039,1990-12-04T00:00:00.000Z,1991-12-04T00:00:00.000Z
11356,58420,1991-12-04T00:00:00.000Z,1992-12-03T00:00:00.000Z
11356,62847,1992-12-03T00:00:00.000Z,1993-12-03T00:00:00.000Z
11356,62755,1993-12-03T00:00:00.000Z,1994-12-03T00:00:00.000Z
11356,65376,1994-12-03T00:00:00.000Z,1995-12-03T00:00:00.000Z
11356,66399,1995-12-03T00:00:00.000Z,1996-12-02T00:00:00.000Z
11356,67670,1996-12-02T00:00:00.000Z,1997-12-02T00:00:00.000Z
11356,69335,1997-12-02T00:00:00.000Z,1998-12-02T00:00:00.000Z
11356,71135,1998-12-02T00:00:00.000Z,1999-12-02T00:00:00.000Z
11356,75541,1999-12-02T00:00:00.000Z,2000-12-01T00:00:00.000Z
11356,79907,2000-12-01T00:00:00.000Z,2001-12-01T00:00:00.000Z
11356,83067,2001-12-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
11357,51285,1996-10-28T00:00:00.000Z,1997-10-28T00:00:00.000Z
11357,54394,1997-10-28T00:00:00.000Z,1998-10-28T00:00:00.000Z
11357,55940,1998-10-28T00:00:00.000Z,1999-10-28T00:00:00.000Z
11357,58757,1999-10-28T00:00:00.000Z,2000-10-27T00:00:00.000Z
11357,62049,2000-10-27T00:00:00.000Z,2001-10-27T00:00:00.000Z
11357,64899,2001-10-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
11358,57117,1990-06-02T00:00:00.000Z,1991-06-02T00:00:00.000Z
11358,57129,1991-06-02T00:00:00.000Z,1992-06-01T00:00:00.000Z
11358,58211,1992-06-01T00:00:00.000Z,1993-06-01T00:00:00.000Z
11358,61613,1993-06-01T00:00:00.000Z,1994-06-01T00:00:00.000Z
11358,63133,1994-06-01T00:00:00.000Z,1995-06-01T00:00:00.000Z
11358,62804,1995-06-01T00:00:00.000Z,1996-05-31T00:00:00.000Z
11358,66496,1996-05-31T00:00:00.000Z,1997-05-31T00:00:00.000Z
11358,70523,1997-05-31T00:00:00.000Z,1998-05-31T00:00:00.000Z
11358,71351,1998-05-31T00:00:00.000Z,1998-07-05T00:00:00.000Z
11359,85969,1989-08-14T00:00:00.000Z,1990-08-14T00:00:00.000Z
11359,88227,1990-08-14T00:00:00.000Z,1991-08-14T00:00:00.000Z
11359,90171,1991-08-14T00:00:00.000Z,1992-08-13T00:00:00.000Z
11359,91730,1992-08-13T00:00:00.000Z,1993-08-13T00:00:00.000Z
11359,95547,1993-08-13T00:00:00.000Z,1994-08-13T00:00:00.000Z
11359,98220,1994-08-13T00:00:00.000Z,1995-08-13T00:00:00.000Z
11359,100533,1995-08-13T00:00:00.000Z,1996-08-12T00:00:00.000Z
11359,103696,1996-08-12T00:00:00.000Z,1997-08-12T00:00:00.000Z
11359,103596,1997-08-12T00:00:00.000Z,1998-08-12T00:00:00.000Z
11359,103680,1998-08-12T00:00:00.000Z,1999-08-12T00:00:00.000Z
11359,106069,1999-08-12T00:00:00.000Z,2000-08-11T00:00:00.000Z
11359,109866,2000-08-11T00:00:00.000Z,2001-08-11T00:00:00.000Z
11359,111928,2001-08-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
11360,63466,1989-01-12T00:00:00.000Z,1990-01-12T00:00:00.000Z
11360,63606,1990-01-12T00:00:00.000Z,1991-01-12T00:00:00.000Z
11360,64788,1991-01-12T00:00:00.000Z,1992-01-12T00:00:00.000Z
11360,66007,1992-01-12T00:00:00.000Z,1993-01-11T00:00:00.000Z
11360,67565,1993-01-11T00:00:00.000Z,1994-01-11T00:00:00.000Z
11360,69089,1994-01-11T00:00:00.000Z,1995-01-11T00:00:00.000Z
11360,71113,1995-01-11T00:00:00.000Z,1996-01-11T00:00:00.000Z
11360,74264,1996-01-11T00:00:00.000Z,1997-01-10T00:00:00.000Z
11360,75455,1997-01-10T00:00:00.000Z,1998-01-10T00:00:00.000Z
11360,76548,1998-01-10T00:00:00.000Z,1999-01-10T00:00:00.000Z
11360,79259,1999-01-10T00:00:00.000Z,2000-01-10T00:00:00.000Z
11360,79830,2000-01-10T00:00:00.000Z,2001-01-09T00:00:00.000Z
11360,81499,2001-01-09T00:00:00.000Z,2002-01-09T00:00:00.000Z
11360,83190,2002-01-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
11361,40978,1987-08-03T00:00:00.000Z,1988-08-02T00:00:00.000Z
11361,45073,1988-08-02T00:00:00.000Z,1989-08-02T00:00:00.000Z
11361,47393,1989-08-02T00:00:00.000Z,1990-08-02T00:00:00.000Z
11361,48960,1990-08-02T00:00:00.000Z,1991-08-02T00:00:00.000Z
11361,49399,1991-08-02T00:00:00.000Z,1992-08-01T00:00:00.000Z
11361,49587,1992-08-01T00:00:00.000Z,1993-08-01T00:00:00.000Z
11361,53296,1993-08-01T00:00:00.000Z,1994-08-01T00:00:00.000Z
11361,53478,1994-08-01T00:00:00.000Z,1995-08-01T00:00:00.000Z
11361,56483,1995-08-01T00:00:00.000Z,1996-07-31T00:00:00.000Z
11361,56136,1996-07-31T00:00:00.000Z,1997-07-31T00:00:00.000Z
11361,57025,1997-07-31T00:00:00.000Z,1998-07-31T00:00:00.000Z
11361,60920,1998-07-31T00:00:00.000Z,1999-07-31T00:00:00.000Z
11361,61831,1999-07-31T00:00:00.000Z,2000-07-30T00:00:00.000Z
11361,62577,2000-07-30T00:00:00.000Z,2001-07-30T00:00:00.000Z
11361,65650,2001-07-30T00:00:00.000Z,2002-07-30T00:00:00.000Z
11361,66364,2002-07-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
11362,65693,1987-10-29T00:00:00.000Z,1988-10-28T00:00:00.000Z
11362,70102,1988-10-28T00:00:00.000Z,1989-10-28T00:00:00.000Z
11362,73982,1989-10-28T00:00:00.000Z,1990-10-28T00:00:00.000Z
11362,75533,1990-10-28T00:00:00.000Z,1991-10-28T00:00:00.000Z
11362,79878,1991-10-28T00:00:00.000Z,1992-10-27T00:00:00.000Z
11362,82702,1992-10-27T00:00:00.000Z,1993-10-27T00:00:00.000Z
11362,86203,1993-10-27T00:00:00.000Z,1994-10-27T00:00:00.000Z
11362,88815,1994-10-27T00:00:00.000Z,1995-10-27T00:00:00.000Z
11362,92290,1995-10-27T00:00:00.000Z,1996-10-26T00:00:00.000Z
11362,94866,1996-10-26T00:00:00.000Z,1997-10-26T00:00:00.000Z
11362,98250,1997-10-26T00:00:00.000Z,1998-10-26T00:00:00.000Z
11362,99372,1998-10-26T00:00:00.000Z,1999-10-26T00:00:00.000Z
11362,103324,1999-10-26T00:00:00.000Z,2000-10-25T00:00:00.000Z
11362,103593,2000-10-25T00:00:00.000Z,2001-10-25T00:00:00.000Z
11362,105850,2001-10-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
11363,70183,1986-03-16T00:00:00.000Z,1987-03-16T00:00:00.000Z
11363,72700,1987-03-16T00:00:00.000Z,1988-03-15T00:00:00.000Z
11363,73919,1988-03-15T00:00:00.000Z,1989-03-15T00:00:00.000Z
11363,78234,1989-03-15T00:00:00.000Z,1990-03-15T00:00:00.000Z
11363,82699,1990-03-15T00:00:00.000Z,1991-03-15T00:00:00.000Z
11363,86106,1991-03-15T00:00:00.000Z,1992-03-14T00:00:00.000Z
11363,88724,1992-03-14T00:00:00.000Z,1993-03-14T00:00:00.000Z
11363,92341,1993-03-14T00:00:00.000Z,1994-03-14T00:00:00.000Z
11363,95743,1994-03-14T00:00:00.000Z,1995-03-14T00:00:00.000Z
11363,95537,1995-03-14T00:00:00.000Z,1996-03-13T00:00:00.000Z
11363,99747,1996-03-13T00:00:00.000Z,1997-03-13T00:00:00.000Z
11363,100437,1997-03-13T00:00:00.000Z,1998-03-13T00:00:00.000Z
11363,104063,1998-03-13T00:00:00.000Z,1999-03-13T00:00:00.000Z
11363,106268,1999-03-13T00:00:00.000Z,2000-03-12T00:00:00.000Z
11363,110594,2000-03-12T00:00:00.000Z,2001-03-12T00:00:00.000Z
11363,115036,2001-03-12T00:00:00.000Z,2002-03-12T00:00:00.000Z
11363,115938,2002-03-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
11364,40000,1999-07-08T00:00:00.000Z,2000-07-07T00:00:00.000Z
11364,43594,2000-07-07T00:00:00.000Z,2001-07-07T00:00:00.000Z
11364,44971,2001-07-07T00:00:00.000Z,2002-04-27T00:00:00.000Z
11365,56463,1997-12-18T00:00:00.000Z,1998-12-18T00:00:00.000Z
11365,56047,1998-12-18T00:00:00.000Z,1999-12-18T00:00:00.000Z
11365,58889,1999-12-18T00:00:00.000Z,2000-12-17T00:00:00.000Z
11365,62912,2000-12-17T00:00:00.000Z,2001-12-17T00:00:00.000Z
11365,64276,2001-12-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
11366,40000,1993-02-09T00:00:00.000Z,1994-02-09T00:00:00.000Z
11366,40213,1994-02-09T00:00:00.000Z,1995-02-09T00:00:00.000Z
11366,41763,1995-02-09T00:00:00.000Z,1996-02-09T00:00:00.000Z
11366,42260,1996-02-09T00:00:00.000Z,1997-02-08T00:00:00.000Z
11366,43395,1997-02-08T00:00:00.000Z,1998-02-08T00:00:00.000Z
11366,43089,1998-02-08T00:00:00.000Z,1999-02-08T00:00:00.000Z
11366,46457,1999-02-08T00:00:00.000Z,2000-02-08T00:00:00.000Z
11366,47729,2000-02-08T00:00:00.000Z,2001-02-07T00:00:00.000Z
11366,49397,2001-02-07T00:00:00.000Z,2002-02-07T00:00:00.000Z
11366,51794,2002-02-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
11367,78730,1999-11-04T00:00:00.000Z,2000-11-03T00:00:00.000Z
11367,78569,2000-11-03T00:00:00.000Z,2001-11-03T00:00:00.000Z
11367,79722,2001-11-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
11368,40000,1992-01-06T00:00:00.000Z,1993-01-05T00:00:00.000Z
11368,41577,1993-01-05T00:00:00.000Z,1994-01-05T00:00:00.000Z
11368,41760,1994-01-05T00:00:00.000Z,1995-01-05T00:00:00.000Z
11368,44858,1995-01-05T00:00:00.000Z,1996-01-05T00:00:00.000Z
11368,47889,1996-01-05T00:00:00.000Z,1997-01-04T00:00:00.000Z
11368,47487,1997-01-04T00:00:00.000Z,1998-01-04T00:00:00.000Z
11368,50287,1998-01-04T00:00:00.000Z,1999-01-04T00:00:00.000Z
11368,53406,1999-01-04T00:00:00.000Z,2000-01-04T00:00:00.000Z
11368,54379,2000-01-04T00:00:00.000Z,2001-01-03T00:00:00.000Z
11368,55369,2001-01-03T00:00:00.000Z,2002-01-03T00:00:00.000Z
11368,56875,2002-01-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
11369,49907,1997-05-13T00:00:00.000Z,1998-05-13T00:00:00.000Z
11369,53652,1998-05-13T00:00:00.000Z,1999-05-13T00:00:00.000Z
11369,55298,1999-05-13T00:00:00.000Z,2000-05-12T00:00:00.000Z
11369,57038,2000-05-12T00:00:00.000Z,2001-05-12T00:00:00.000Z
11369,61337,2001-05-12T00:00:00.000Z,2002-05-12T00:00:00.000Z
11369,65266,2002-05-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
11370,40000,1989-08-22T00:00:00.000Z,1990-08-22T00:00:00.000Z
11370,43789,1990-08-22T00:00:00.000Z,1991-08-22T00:00:00.000Z
11370,44679,1991-08-22T00:00:00.000Z,1992-08-21T00:00:00.000Z
11370,48805,1992-08-21T00:00:00.000Z,1993-08-21T00:00:00.000Z
11370,49173,1993-08-21T00:00:00.000Z,1994-08-21T00:00:00.000Z
11370,48906,1994-08-21T00:00:00.000Z,1995-08-21T00:00:00.000Z
11370,49471,1995-08-21T00:00:00.000Z,1996-08-20T00:00:00.000Z
11370,52760,1996-08-20T00:00:00.000Z,1997-08-20T00:00:00.000Z
11370,55414,1997-08-20T00:00:00.000Z,1998-08-20T00:00:00.000Z
11370,59065,1998-08-20T00:00:00.000Z,1999-08-20T00:00:00.000Z
11370,59142,1999-08-20T00:00:00.000Z,2000-08-19T00:00:00.000Z
11370,62245,2000-08-19T00:00:00.000Z,2001-08-19T00:00:00.000Z
11370,64242,2001-08-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
11371,46423,1988-12-25T00:00:00.000Z,1989-12-25T00:00:00.000Z
11371,49813,1989-12-25T00:00:00.000Z,1990-12-25T00:00:00.000Z
11371,49830,1990-12-25T00:00:00.000Z,1991-12-25T00:00:00.000Z
11371,52316,1991-12-25T00:00:00.000Z,1992-12-24T00:00:00.000Z
11371,52210,1992-12-24T00:00:00.000Z,1993-12-24T00:00:00.000Z
11371,53414,1993-12-24T00:00:00.000Z,1994-12-24T00:00:00.000Z
11371,57763,1994-12-24T00:00:00.000Z,1995-12-24T00:00:00.000Z
11371,60591,1995-12-24T00:00:00.000Z,1996-12-23T00:00:00.000Z
11371,63992,1996-12-23T00:00:00.000Z,1997-12-23T00:00:00.000Z
11371,67647,1997-12-23T00:00:00.000Z,1998-12-23T00:00:00.000Z
11371,71023,1998-12-23T00:00:00.000Z,1999-12-23T00:00:00.000Z
11371,74966,1999-12-23T00:00:00.000Z,2000-12-22T00:00:00.000Z
11371,79154,2000-12-22T00:00:00.000Z,2001-12-22T00:00:00.000Z
11371,81461,2001-12-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
11372,52023,1993-05-14T00:00:00.000Z,1994-05-14T00:00:00.000Z
11372,54917,1994-05-14T00:00:00.000Z,1995-05-14T00:00:00.000Z
11372,57261,1995-05-14T00:00:00.000Z,1996-05-13T00:00:00.000Z
11372,61517,1996-05-13T00:00:00.000Z,1997-05-13T00:00:00.000Z
11372,61033,1997-05-13T00:00:00.000Z,1998-05-13T00:00:00.000Z
11372,60998,1998-05-13T00:00:00.000Z,1999-05-13T00:00:00.000Z
11372,64382,1999-05-13T00:00:00.000Z,2000-05-04T00:00:00.000Z
11373,45912,1992-07-18T00:00:00.000Z,1993-07-18T00:00:00.000Z
11373,47904,1993-07-18T00:00:00.000Z,1994-07-18T00:00:00.000Z
11373,50733,1994-07-18T00:00:00.000Z,1995-07-18T00:00:00.000Z
11373,54269,1995-07-18T00:00:00.000Z,1996-07-17T00:00:00.000Z
11373,57305,1996-07-17T00:00:00.000Z,1997-07-17T00:00:00.000Z
11373,60528,1997-07-17T00:00:00.000Z,1998-07-17T00:00:00.000Z
11373,62553,1998-07-17T00:00:00.000Z,1999-07-17T00:00:00.000Z
11373,66103,1999-07-17T00:00:00.000Z,2000-07-16T00:00:00.000Z
11373,69327,2000-07-16T00:00:00.000Z,2001-07-16T00:00:00.000Z
11373,72399,2001-07-16T00:00:00.000Z,2002-07-16T00:00:00.000Z
11373,72177,2002-07-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
11374,51611,1997-07-19T00:00:00.000Z,1998-07-19T00:00:00.000Z
11374,51907,1998-07-19T00:00:00.000Z,1999-07-19T00:00:00.000Z
11374,53545,1999-07-19T00:00:00.000Z,2000-07-18T00:00:00.000Z
11374,54272,2000-07-18T00:00:00.000Z,2001-07-18T00:00:00.000Z
11374,54593,2001-07-18T00:00:00.000Z,2002-07-18T00:00:00.000Z
11374,56083,2002-07-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
11375,83880,1985-05-27T00:00:00.000Z,1986-05-27T00:00:00.000Z
11375,86778,1986-05-27T00:00:00.000Z,1987-05-27T00:00:00.000Z
11375,87437,1987-05-27T00:00:00.000Z,1988-05-26T00:00:00.000Z
11375,87661,1988-05-26T00:00:00.000Z,1989-05-26T00:00:00.000Z
11375,90637,1989-05-26T00:00:00.000Z,1990-05-26T00:00:00.000Z
11375,93474,1990-05-26T00:00:00.000Z,1991-05-26T00:00:00.000Z
11375,93909,1991-05-26T00:00:00.000Z,1992-05-25T00:00:00.000Z
11375,95516,1992-05-25T00:00:00.000Z,1993-05-25T00:00:00.000Z
11375,95514,1993-05-25T00:00:00.000Z,1994-05-25T00:00:00.000Z
11375,96855,1994-05-25T00:00:00.000Z,1995-05-25T00:00:00.000Z
11375,98924,1995-05-25T00:00:00.000Z,1996-05-24T00:00:00.000Z
11375,99587,1996-05-24T00:00:00.000Z,1997-05-24T00:00:00.000Z
11375,99315,1997-05-24T00:00:00.000Z,1998-05-24T00:00:00.000Z
11375,101240,1998-05-24T00:00:00.000Z,1999-05-24T00:00:00.000Z
11375,101957,1999-05-24T00:00:00.000Z,2000-05-23T00:00:00.000Z
11375,105338,2000-05-23T00:00:00.000Z,2001-05-23T00:00:00.000Z
11375,107406,2001-05-23T00:00:00.000Z,2002-05-23T00:00:00.000Z
11375,110156,2002-05-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
11376,46964,1986-03-14T00:00:00.000Z,1987-03-14T00:00:00.000Z
11376,48609,1987-03-14T00:00:00.000Z,1988-03-13T00:00:00.000Z
11376,49353,1988-03-13T00:00:00.000Z,1989-03-13T00:00:00.000Z
11376,49167,1989-03-13T00:00:00.000Z,1990-03-13T00:00:00.000Z
11376,53424,1990-03-13T00:00:00.000Z,1991-03-13T00:00:00.000Z
11376,57032,1991-03-13T00:00:00.000Z,1992-03-12T00:00:00.000Z
11376,59502,1992-03-12T00:00:00.000Z,1993-03-12T00:00:00.000Z
11376,60425,1993-03-12T00:00:00.000Z,1994-03-12T00:00:00.000Z
11376,63421,1994-03-12T00:00:00.000Z,1995-03-12T00:00:00.000Z
11376,67590,1995-03-12T00:00:00.000Z,1996-03-11T00:00:00.000Z
11376,69164,1996-03-11T00:00:00.000Z,1997-03-11T00:00:00.000Z
11376,69162,1997-03-11T00:00:00.000Z,1998-03-11T00:00:00.000Z
11376,68667,1998-03-11T00:00:00.000Z,1999-03-11T00:00:00.000Z
11376,68697,1999-03-11T00:00:00.000Z,2000-03-10T00:00:00.000Z
11376,70379,2000-03-10T00:00:00.000Z,2001-03-10T00:00:00.000Z
11376,73427,2001-03-10T00:00:00.000Z,2002-03-10T00:00:00.000Z
11376,73698,2002-03-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
11377,60961,1991-10-18T00:00:00.000Z,1992-10-17T00:00:00.000Z
11377,64113,1992-10-17T00:00:00.000Z,1993-10-17T00:00:00.000Z
11377,64084,1993-10-17T00:00:00.000Z,1994-10-17T00:00:00.000Z
11377,68394,1994-10-17T00:00:00.000Z,1995-10-17T00:00:00.000Z
11377,68327,1995-10-17T00:00:00.000Z,1996-10-16T00:00:00.000Z
11377,69629,1996-10-16T00:00:00.000Z,1997-10-16T00:00:00.000Z
11377,70742,1997-10-16T00:00:00.000Z,1998-10-16T00:00:00.000Z
11377,71894,1998-10-16T00:00:00.000Z,1999-10-16T00:00:00.000Z
11377,71756,1999-10-16T00:00:00.000Z,2000-10-15T00:00:00.000Z
11377,71400,2000-10-15T00:00:00.000Z,2001-10-15T00:00:00.000Z
11377,72790,2001-10-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
11378,40000,1986-01-03T00:00:00.000Z,1987-01-03T00:00:00.000Z
11378,43102,1987-01-03T00:00:00.000Z,1988-01-03T00:00:00.000Z
11378,46293,1988-01-03T00:00:00.000Z,1989-01-02T00:00:00.000Z
11378,49513,1989-01-02T00:00:00.000Z,1990-01-02T00:00:00.000Z
11378,51916,1990-01-02T00:00:00.000Z,1991-01-02T00:00:00.000Z
11378,55550,1991-01-02T00:00:00.000Z,1992-01-02T00:00:00.000Z
11378,59707,1992-01-02T00:00:00.000Z,1993-01-01T00:00:00.000Z
11378,63145,1993-01-01T00:00:00.000Z,1994-01-01T00:00:00.000Z
11378,63566,1994-01-01T00:00:00.000Z,1995-01-01T00:00:00.000Z
11378,67197,1995-01-01T00:00:00.000Z,1996-01-01T00:00:00.000Z
11378,68567,1996-01-01T00:00:00.000Z,1996-12-31T00:00:00.000Z
11378,68756,1996-12-31T00:00:00.000Z,1997-12-31T00:00:00.000Z
11378,69274,1997-12-31T00:00:00.000Z,1998-12-31T00:00:00.000Z
11378,72664,1998-12-31T00:00:00.000Z,1999-12-31T00:00:00.000Z
11378,72901,1999-12-31T00:00:00.000Z,2000-12-30T00:00:00.000Z
11378,72749,2000-12-30T00:00:00.000Z,2001-12-30T00:00:00.000Z
11378,76784,2001-12-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
11379,40000,1994-06-24T00:00:00.000Z,1995-06-24T00:00:00.000Z
11379,40606,1995-06-24T00:00:00.000Z,1996-06-23T00:00:00.000Z
11379,44900,1996-06-23T00:00:00.000Z,1997-06-23T00:00:00.000Z
11379,48122,1997-06-23T00:00:00.000Z,1998-06-23T00:00:00.000Z
11379,51954,1998-06-23T00:00:00.000Z,1999-06-23T00:00:00.000Z
11379,51991,1999-06-23T00:00:00.000Z,2000-06-22T00:00:00.000Z
11379,55672,2000-06-22T00:00:00.000Z,2001-06-22T00:00:00.000Z
11379,57095,2001-06-22T00:00:00.000Z,2002-06-22T00:00:00.000Z
11379,61115,2002-06-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
11380,53345,1991-04-19T00:00:00.000Z,1992-04-18T00:00:00.000Z
11380,54776,1992-04-18T00:00:00.000Z,1993-04-18T00:00:00.000Z
11380,56067,1993-04-18T00:00:00.000Z,1994-04-18T00:00:00.000Z
11380,57862,1994-04-18T00:00:00.000Z,1995-04-18T00:00:00.000Z
11380,57436,1995-04-18T00:00:00.000Z,1996-04-17T00:00:00.000Z
11380,58333,1996-04-17T00:00:00.000Z,1997-04-17T00:00:00.000Z
11380,61765,1997-04-17T00:00:00.000Z,1998-04-17T00:00:00.000Z
11380,62019,1998-04-17T00:00:00.000Z,1999-04-17T00:00:00.000Z
11380,63289,1999-04-17T00:00:00.000Z,2000-04-16T00:00:00.000Z
11380,65357,2000-04-16T00:00:00.000Z,2001-04-16T00:00:00.000Z
11380,67302,2001-04-16T00:00:00.000Z,2002-04-16T00:00:00.000Z
11380,68134,2002-04-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
11381,71747,1991-08-12T00:00:00.000Z,1992-08-11T00:00:00.000Z
11381,74684,1992-08-11T00:00:00.000Z,1993-08-11T00:00:00.000Z
11381,76993,1993-08-11T00:00:00.000Z,1994-08-11T00:00:00.000Z
11381,80849,1994-08-11T00:00:00.000Z,1995-08-11T00:00:00.000Z
11381,83632,1995-08-11T00:00:00.000Z,1996-08-10T00:00:00.000Z
11381,84479,1996-08-10T00:00:00.000Z,1997-08-10T00:00:00.000Z
11381,85233,1997-08-10T00:00:00.000Z,1998-08-10T00:00:00.000Z
11381,87778,1998-08-10T00:00:00.000Z,1998-12-26T00:00:00.000Z
11382,44122,1991-06-04T00:00:00.000Z,1992-06-03T00:00:00.000Z
11382,44479,1992-06-03T00:00:00.000Z,1993-06-03T00:00:00.000Z
11382,48884,1993-06-03T00:00:00.000Z,1994-06-03T00:00:00.000Z
11382,52989,1994-06-03T00:00:00.000Z,1995-06-03T00:00:00.000Z
11382,54333,1995-06-03T00:00:00.000Z,1996-06-02T00:00:00.000Z
11382,54557,1996-06-02T00:00:00.000Z,1997-06-02T00:00:00.000Z
11382,57573,1997-06-02T00:00:00.000Z,1998-06-02T00:00:00.000Z
11382,60591,1998-06-02T00:00:00.000Z,1999-06-02T00:00:00.000Z
11382,61832,1999-06-02T00:00:00.000Z,2000-06-01T00:00:00.000Z
11382,63389,2000-06-01T00:00:00.000Z,2001-06-01T00:00:00.000Z
11382,64469,2001-06-01T00:00:00.000Z,2002-06-01T00:00:00.000Z
11382,65817,2002-06-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
11383,40000,1999-11-26T00:00:00.000Z,2000-11-25T00:00:00.000Z
11383,44065,2000-11-25T00:00:00.000Z,2001-11-25T00:00:00.000Z
11383,48095,2001-11-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
11384,40000,1994-06-03T00:00:00.000Z,1995-06-03T00:00:00.000Z
11384,41645,1995-06-03T00:00:00.000Z,1996-06-02T00:00:00.000Z
11384,44356,1996-06-02T00:00:00.000Z,1997-06-02T00:00:00.000Z
11384,45479,1997-06-02T00:00:00.000Z,1998-06-02T00:00:00.000Z
11384,49770,1998-06-02T00:00:00.000Z,1999-06-02T00:00:00.000Z
11384,53865,1999-06-02T00:00:00.000Z,2000-06-01T00:00:00.000Z
11384,57501,2000-06-01T00:00:00.000Z,2001-06-01T00:00:00.000Z
11384,57259,2001-06-01T00:00:00.000Z,2002-06-01T00:00:00.000Z
11384,59277,2002-06-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
11385,40000,1999-08-08T00:00:00.000Z,2000-08-07T00:00:00.000Z
11385,42683,2000-08-07T00:00:00.000Z,2001-08-07T00:00:00.000Z
11385,42675,2001-08-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
11386,47726,1987-11-30T00:00:00.000Z,1988-11-29T00:00:00.000Z
11386,49460,1988-11-29T00:00:00.000Z,1989-11-29T00:00:00.000Z
11386,51781,1989-11-29T00:00:00.000Z,1990-11-29T00:00:00.000Z
11386,52150,1990-11-29T00:00:00.000Z,1991-11-29T00:00:00.000Z
11386,55731,1991-11-29T00:00:00.000Z,1992-11-28T00:00:00.000Z
11386,58371,1992-11-28T00:00:00.000Z,1993-11-28T00:00:00.000Z
11386,60445,1993-11-28T00:00:00.000Z,1994-11-28T00:00:00.000Z
11386,62053,1994-11-28T00:00:00.000Z,1995-11-28T00:00:00.000Z
11386,65543,1995-11-28T00:00:00.000Z,1996-11-27T00:00:00.000Z
11386,66282,1996-11-27T00:00:00.000Z,1997-11-27T00:00:00.000Z
11386,70046,1997-11-27T00:00:00.000Z,1998-11-27T00:00:00.000Z
11386,73346,1998-11-27T00:00:00.000Z,1999-11-27T00:00:00.000Z
11386,75618,1999-11-27T00:00:00.000Z,2000-11-26T00:00:00.000Z
11386,77453,2000-11-26T00:00:00.000Z,2001-11-26T00:00:00.000Z
11386,79003,2001-11-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
11387,41824,1997-05-11T00:00:00.000Z,1997-12-13T00:00:00.000Z
11388,43632,1985-12-20T00:00:00.000Z,1986-12-20T00:00:00.000Z
11388,43669,1986-12-20T00:00:00.000Z,1987-12-20T00:00:00.000Z
11388,43774,1987-12-20T00:00:00.000Z,1988-12-19T00:00:00.000Z
11388,47515,1988-12-19T00:00:00.000Z,1989-12-19T00:00:00.000Z
11388,48064,1989-12-19T00:00:00.000Z,1990-12-19T00:00:00.000Z
11388,51225,1990-12-19T00:00:00.000Z,1991-12-19T00:00:00.000Z
11388,52050,1991-12-19T00:00:00.000Z,1992-12-18T00:00:00.000Z
11388,51946,1992-12-18T00:00:00.000Z,1993-12-18T00:00:00.000Z
11388,53733,1993-12-18T00:00:00.000Z,1994-12-18T00:00:00.000Z
11388,56665,1994-12-18T00:00:00.000Z,1995-12-18T00:00:00.000Z
11388,58798,1995-12-18T00:00:00.000Z,1996-12-17T00:00:00.000Z
11388,60295,1996-12-17T00:00:00.000Z,1997-12-17T00:00:00.000Z
11388,62194,1997-12-17T00:00:00.000Z,1998-12-17T00:00:00.000Z
11388,66458,1998-12-17T00:00:00.000Z,1999-12-17T00:00:00.000Z
11388,69792,1999-12-17T00:00:00.000Z,2000-12-16T00:00:00.000Z
11388,71111,2000-12-16T00:00:00.000Z,2001-12-16T00:00:00.000Z
11388,74482,2001-12-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
11389,86011,1992-02-20T00:00:00.000Z,1993-02-19T00:00:00.000Z
11389,90070,1993-02-19T00:00:00.000Z,1994-02-19T00:00:00.000Z
11389,92759,1994-02-19T00:00:00.000Z,1995-02-19T00:00:00.000Z
11389,92753,1995-02-19T00:00:00.000Z,1996-02-19T00:00:00.000Z
