employee_id,department_id,from_date,to_date
20066,d005,1989-07-09T00:00:00.000Z,1993-02-16T00:00:00.000Z
20067,d004,1996-04-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20068,d004,1985-04-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20069,d003,1988-12-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20070,d007,1992-07-08T00:00:00.000Z,1995-07-11T00:00:00.000Z
20071,d004,1994-04-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20072,d004,1994-01-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20072,d005,1990-12-07T00:00:00.000Z,1994-01-02T00:00:00.000Z
20073,d005,1994-08-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20074,d005,1987-03-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20075,d005,1985-10-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20076,d009,1995-02-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20077,d007,1986-11-20T00:00:00.000Z,2001-03-25T00:00:00.000Z
20078,d007,1986-01-27T00:00:00.000Z,1989-03-25T00:00:00.000Z
20079,d005,1998-03-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20080,d004,1991-07-01T00:00:00.000Z,1998-12-08T00:00:00.000Z
20080,d009,1998-12-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20081,d005,1990-05-31T00:00:00.000Z,1993-05-10T00:00:00.000Z
20082,d006,1987-07-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
20083,d003,1988-07-26T00:00:00.000Z,1994-04-09T00:00:00.000Z
20084,d006,1987-03-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20085,d005,1987-07-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20086,d004,1989-03-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20087,d004,1999-10-23T00:00:00.000Z,2001-04-22T00:00:00.000Z
20088,d001,1996-01-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20088,d007,1994-10-02T00:00:00.000Z,1996-01-10T00:00:00.000Z
20089,d007,1993-10-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20090,d003,1996-02-02T00:00:00.000Z,1998-08-15T00:00:00.000Z
20091,d003,1987-05-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20092,d007,1996-09-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20093,d005,1995-01-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20094,d009,1994-07-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20095,d004,1988-09-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20096,d005,1995-09-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20097,d004,1999-04-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20098,d001,2001-02-13T00:00:00.000Z,2001-12-18T00:00:00.000Z
20098,d007,1999-11-23T00:00:00.000Z,2001-02-13T00:00:00.000Z
20099,d004,1986-11-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20100,d001,1986-06-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20101,d004,1997-04-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20102,d007,1991-05-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20103,d005,1996-04-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20104,d005,1996-02-25T00:00:00.000Z,1999-01-16T00:00:00.000Z
20105,d004,1999-04-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20106,d005,1998-12-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20107,d006,1989-12-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20108,d006,1990-08-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20109,d007,1986-02-15T00:00:00.000Z,1991-10-18T00:00:00.000Z
20109,d009,1991-10-18T00:00:00.000Z,1994-04-01T00:00:00.000Z
20110,d005,1989-04-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
20111,d007,1997-01-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20112,d009,1997-08-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20113,d005,1986-10-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20114,d006,1994-04-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20115,d005,1994-02-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20116,d007,1987-04-16T00:00:00.000Z,2001-03-16T00:00:00.000Z
20117,d004,1988-02-24T00:00:00.000Z,1994-03-02T00:00:00.000Z
20117,d009,1994-03-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20118,d007,1996-05-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
20119,d004,1994-02-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20120,d005,1995-06-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20121,d003,1997-11-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20122,d007,1990-07-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20123,d009,1998-04-22T00:00:00.000Z,1999-08-24T00:00:00.000Z
20124,d007,1987-05-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20125,d009,1992-12-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
20126,d007,1998-07-15T00:00:00.000Z,2001-12-03T00:00:00.000Z
20126,d009,2001-12-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20127,d009,1994-05-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
20128,d009,1999-08-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20129,d004,1991-03-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
20130,d007,1987-01-05T00:00:00.000Z,1990-08-13T00:00:00.000Z
20131,d007,1998-05-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20132,d007,1989-11-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20133,d006,1997-03-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20134,d004,1989-02-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
20135,d004,1989-11-21T00:00:00.000Z,1992-11-30T00:00:00.000Z
20135,d009,1992-11-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20136,d004,1989-01-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20137,d004,1996-06-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20138,d007,1991-08-03T00:00:00.000Z,2000-07-14T00:00:00.000Z
20139,d005,1999-03-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20140,d004,1999-06-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20141,d002,1998-07-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20142,d005,1996-11-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20143,d007,1989-06-26T00:00:00.000Z,1991-09-29T00:00:00.000Z
20143,d009,1991-09-29T00:00:00.000Z,1993-02-08T00:00:00.000Z
20144,d005,1996-02-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20145,d001,1991-05-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20146,d005,1994-05-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20147,d005,1998-10-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20148,d007,1988-06-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20149,d004,1985-11-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20150,d005,1989-06-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20151,d004,1998-03-08T00:00:00.000Z,1999-05-31T00:00:00.000Z
20152,d004,2002-07-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20152,d008,1997-05-16T00:00:00.000Z,2002-07-23T00:00:00.000Z
20153,d005,1992-03-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20154,d007,1988-06-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20155,d004,1994-07-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20156,d004,1991-07-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20157,d005,1992-06-20T00:00:00.000Z,1994-04-04T00:00:00.000Z
20158,d004,1997-05-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20159,d004,1996-07-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20160,d007,1993-10-26T00:00:00.000Z,1998-10-21T00:00:00.000Z
20160,d009,1998-10-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20161,d002,1989-04-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20162,d005,1996-03-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20163,d007,1991-03-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20164,d006,1999-02-25T00:00:00.000Z,2000-12-15T00:00:00.000Z
20165,d005,1996-01-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
20166,d005,1998-09-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20167,d004,1990-02-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20168,d004,1993-09-28T00:00:00.000Z,1996-05-27T00:00:00.000Z
20169,d005,1994-05-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20170,d001,1997-05-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20170,d007,1986-10-29T00:00:00.000Z,1997-05-04T00:00:00.000Z
20171,d004,1990-06-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20172,d005,1992-08-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20173,d007,1993-08-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20174,d004,1992-06-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20175,d001,1993-12-15T00:00:00.000Z,1998-01-12T00:00:00.000Z
20176,d007,1990-01-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20177,d004,1990-08-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20178,d007,1995-04-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20179,d005,1996-06-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20180,d004,1992-02-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20181,d001,1999-12-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20181,d007,1999-09-29T00:00:00.000Z,1999-12-24T00:00:00.000Z
20182,d002,1986-06-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20183,d008,1998-12-06T00:00:00.000Z,1999-09-30T00:00:00.000Z
20184,d001,1996-10-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20185,d005,1998-07-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20186,d004,1991-09-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20187,d007,1994-06-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20188,d005,1987-04-25T00:00:00.000Z,1993-07-02T00:00:00.000Z
20189,d004,1986-08-28T00:00:00.000Z,1999-01-05T00:00:00.000Z
20189,d009,1999-01-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20190,d007,1992-05-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20191,d005,1987-11-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20192,d005,1990-02-03T00:00:00.000Z,1994-09-14T00:00:00.000Z
20193,d008,1994-09-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20194,d003,1998-07-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20195,d005,1987-11-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20196,d005,1988-01-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20197,d009,1988-04-09T00:00:00.000Z,1990-09-07T00:00:00.000Z
20198,d005,1985-08-11T00:00:00.000Z,1995-01-15T00:00:00.000Z
20198,d008,1995-01-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20199,d005,1996-03-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20200,d002,1989-05-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20201,d004,1997-04-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20202,d004,1996-06-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20203,d007,1999-09-14T00:00:00.000Z,2000-01-15T00:00:00.000Z
20204,d009,1999-01-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20205,d002,1989-07-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20206,d005,1988-05-22T00:00:00.000Z,1997-08-19T00:00:00.000Z
20207,d004,1991-08-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20208,d006,1997-12-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20209,d001,1993-02-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20209,d007,1985-06-27T00:00:00.000Z,1993-02-10T00:00:00.000Z
20210,d004,1989-07-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20211,d007,1996-04-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
20212,d003,1997-12-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20213,d005,1993-12-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20214,d009,1989-02-11T00:00:00.000Z,1995-07-20T00:00:00.000Z
20215,d009,1995-12-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20216,d004,1985-11-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20217,d003,1988-09-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20218,d004,1988-04-19T00:00:00.000Z,1990-01-20T00:00:00.000Z
20218,d006,1990-01-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20219,d005,1991-05-20T00:00:00.000Z,2000-02-29T00:00:00.000Z
20220,d005,1997-07-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20221,d004,1990-04-01T00:00:00.000Z,1991-09-01T00:00:00.000Z
20222,d001,1997-04-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20223,d002,1990-01-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20224,d005,1986-02-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20225,d004,1993-01-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20226,d005,1987-11-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20227,d005,1995-01-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20228,d002,1994-05-31T00:00:00.000Z,2002-01-13T00:00:00.000Z
20229,d004,1992-02-08T00:00:00.000Z,1992-10-19T00:00:00.000Z
20229,d009,1992-10-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20230,d008,1998-12-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20231,d008,1988-12-05T00:00:00.000Z,1994-08-18T00:00:00.000Z
20232,d007,1985-07-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20233,d005,1990-04-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20234,d005,1992-11-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20235,d005,1985-02-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20236,d004,1998-01-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20237,d001,1999-10-18T00:00:00.000Z,1999-11-01T00:00:00.000Z
20238,d005,1986-03-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20239,d007,1999-07-11T00:00:00.000Z,2000-05-13T00:00:00.000Z
20239,d009,2000-05-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20240,d003,1988-02-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20241,d004,1991-05-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20242,d009,1993-12-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20243,d005,1991-05-26T00:00:00.000Z,1996-12-18T00:00:00.000Z
20244,d004,1994-03-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20245,d005,1990-07-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20246,d008,1996-09-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
20247,d005,1985-03-01T00:00:00.000Z,2000-04-10T00:00:00.000Z
20248,d009,1999-12-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20249,d004,1991-06-18T00:00:00.000Z,1994-09-09T00:00:00.000Z
20249,d009,1994-09-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20250,d005,1999-12-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20251,d005,1998-04-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
20252,d001,1999-07-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20253,d005,1988-08-23T00:00:00.000Z,1995-10-16T00:00:00.000Z
20254,d007,1999-08-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20255,d004,1993-03-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20256,d006,1991-03-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20257,d005,1985-10-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20258,d005,1992-02-06T00:00:00.000Z,1999-01-17T00:00:00.000Z
20258,d008,1999-01-17T00:00:00.000Z,9999-01-01T00:00:00.000Z
20259,d006,1988-10-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20260,d005,1993-01-03T00:00:00.000Z,1997-02-03T00:00:00.000Z
20261,d003,1999-03-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20262,d004,1992-03-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20263,d004,1991-05-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20264,d007,1996-04-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20265,d004,1986-09-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20266,d007,1988-08-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20267,d005,1992-10-27T00:00:00.000Z,1993-01-29T00:00:00.000Z
20268,d002,1995-05-24T00:00:00.000Z,1995-10-12T00:00:00.000Z
20268,d003,1995-03-22T00:00:00.000Z,1995-05-24T00:00:00.000Z
20269,d004,1999-10-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
20270,d002,1999-12-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20271,d005,1996-12-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20272,d007,1995-12-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20273,d007,1997-05-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20274,d005,1987-08-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20275,d004,1990-07-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20276,d004,1999-04-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
20276,d005,1997-02-23T00:00:00.000Z,1999-04-22T00:00:00.000Z
20277,d007,1991-09-28T00:00:00.000Z,2000-08-13T00:00:00.000Z
20278,d007,1992-11-03T00:00:00.000Z,2002-08-01T00:00:00.000Z
20279,d004,1991-10-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20280,d009,1989-02-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20281,d006,1991-08-09T00:00:00.000Z,1992-10-18T00:00:00.000Z
20282,d002,1998-05-30T00:00:00.000Z,9999-01-01T00:00:00.000Z
20283,d005,1990-12-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20284,d005,1987-03-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20285,d004,2002-01-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20285,d008,1995-09-25T00:00:00.000Z,2002-01-25T00:00:00.000Z
20286,d001,1986-09-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
20287,d009,1989-12-30T00:00:00.000Z,1997-05-14T00:00:00.000Z
20288,d005,1996-01-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20289,d009,1996-06-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
20290,d007,1998-01-04T00:00:00.000Z,9999-01-01T00:00:00.000Z
20291,d004,1993-09-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20292,d004,1996-05-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20293,d004,1988-05-18T00:00:00.000Z,2000-05-20T00:00:00.000Z
20294,d005,1991-10-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20295,d004,1999-04-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20295,d006,1998-10-09T00:00:00.000Z,1999-04-15T00:00:00.000Z
20296,d005,1988-08-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20297,d004,1990-01-18T00:00:00.000Z,1991-06-06T00:00:00.000Z
20298,d008,1999-09-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20299,d001,1997-05-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20300,d007,1997-04-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
20301,d005,1986-03-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20302,d009,1993-10-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20303,d001,1991-08-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20304,d009,1990-07-11T00:00:00.000Z,1998-03-30T00:00:00.000Z
20305,d001,1994-09-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20305,d007,1988-10-11T00:00:00.000Z,1994-09-08T00:00:00.000Z
20306,d004,1988-04-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20307,d005,1994-10-07T00:00:00.000Z,9999-01-01T00:00:00.000Z
20308,d006,1989-05-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20309,d004,1995-01-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20310,d004,1996-06-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20311,d009,1986-10-04T00:00:00.000Z,2001-11-01T00:00:00.000Z
20312,d005,1992-06-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20313,d004,1999-01-20T00:00:00.000Z,9999-01-01T00:00:00.000Z
20314,d004,1990-08-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20315,d001,1989-10-31T00:00:00.000Z,1992-02-23T00:00:00.000Z
20315,d009,1992-02-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20316,d009,1993-03-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
20317,d006,1995-06-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20318,d005,1989-12-18T00:00:00.000Z,1997-04-02T00:00:00.000Z
20319,d005,1997-09-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20320,d007,1990-10-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20321,d005,1990-01-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20322,d003,1999-09-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20323,d005,1985-09-19T00:00:00.000Z,9999-01-01T00:00:00.000Z
20324,d004,1996-02-13T00:00:00.000Z,1996-12-19T00:00:00.000Z
20324,d005,1995-01-29T00:00:00.000Z,1996-02-13T00:00:00.000Z
20325,d007,1988-06-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20326,d004,1985-06-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20327,d005,1986-06-15T00:00:00.000Z,1990-07-20T00:00:00.000Z
20328,d004,1998-09-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20329,d004,1989-09-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20330,d005,1997-07-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20331,d004,1985-06-07T00:00:00.000Z,1995-01-15T00:00:00.000Z
20332,d004,1990-07-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20333,d004,1995-05-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
20333,d005,1995-04-23T00:00:00.000Z,1995-05-29T00:00:00.000Z
20334,d005,1988-03-09T00:00:00.000Z,9999-01-01T00:00:00.000Z
20335,d007,1998-05-01T00:00:00.000Z,9999-01-01T00:00:00.000Z
20336,d004,1999-12-22T00:00:00.000Z,9999-01-01T00:00:00.000Z
20337,d005,1988-07-14T00:00:00.000Z,9999-01-01T00:00:00.000Z
20338,d007,1998-02-21T00:00:00.000Z,2000-02-27T00:00:00.000Z
20339,d005,1991-09-23T00:00:00.000Z,9999-01-01T00:00:00.000Z
20340,d005,1996-09-09T00:00:00.000Z,1997-11-23T00:00:00.000Z
20341,d005,1998-02-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20342,d001,2001-10-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20342,d003,1996-08-02T00:00:00.000Z,2001-10-03T00:00:00.000Z
20343,d005,1986-10-18T00:00:00.000Z,9999-01-01T00:00:00.000Z
20344,d003,1987-04-03T00:00:00.000Z,9999-01-01T00:00:00.000Z
20345,d001,1986-01-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20346,d004,1987-08-13T00:00:00.000Z,9999-01-01T00:00:00.000Z
20347,d005,1995-11-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20348,d009,1994-05-08T00:00:00.000Z,2000-06-17T00:00:00.000Z
20349,d008,1992-03-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20350,d004,1997-08-16T00:00:00.000Z,2001-12-25T00:00:00.000Z
20351,d007,1994-08-28T00:00:00.000Z,9999-01-01T00:00:00.000Z
20352,d002,1987-05-19T00:00:00.000Z,1989-08-29T00:00:00.000Z
20352,d007,1989-08-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
20353,d003,1991-03-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20354,d005,1990-11-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20355,d007,1993-12-15T00:00:00.000Z,1999-05-25T00:00:00.000Z
20356,d008,1991-07-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20357,d006,1994-02-18T00:00:00.000Z,1998-02-18T00:00:00.000Z
20358,d004,1993-02-02T00:00:00.000Z,9999-01-01T00:00:00.000Z
20359,d005,1997-05-12T00:00:00.000Z,9999-01-01T00:00:00.000Z
20360,d004,1997-10-31T00:00:00.000Z,9999-01-01T00:00:00.000Z
20361,d005,1999-06-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20361,d009,1989-10-07T00:00:00.000Z,1999-06-15T00:00:00.000Z
20362,d004,1999-08-29T00:00:00.000Z,9999-01-01T00:00:00.000Z
20363,d003,1998-04-10T00:00:00.000Z,9999-01-01T00:00:00.000Z
20364,d004,1997-11-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20365,d004,1990-06-07T00:00:00.000Z,1999-10-02T00:00:00.000Z
20366,d004,1989-10-15T00:00:00.000Z,1995-05-13T00:00:00.000Z
20367,d005,1992-07-06T00:00:00.000Z,9999-01-01T00:00:00.000Z
20368,d009,1985-03-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20369,d004,1997-05-06T00:00:00.000Z,2001-05-30T00:00:00.000Z
20370,d005,1997-10-24T00:00:00.000Z,1999-07-11T00:00:00.000Z
20370,d008,1999-07-11T00:00:00.000Z,9999-01-01T00:00:00.000Z
20371,d005,1999-06-25T00:00:00.000Z,9999-01-01T00:00:00.000Z
20372,d007,1988-09-16T00:00:00.000Z,9999-01-01T00:00:00.000Z
20373,d006,1991-08-27T00:00:00.000Z,9999-01-01T00:00:00.000Z
20374,d004,1995-08-05T00:00:00.000Z,9999-01-01T00:00:00.000Z
20375,d005,1993-08-26T00:00:00.000Z,2001-01-26T00:00:00.000Z
20376,d009,1996-02-24T00:00:00.000Z,9999-01-01T00:00:00.000Z
20377,d004,1993-02-15T00:00:00.000Z,9999-01-01T00:00:00.000Z
20378,d001,2001-08-26T00:00:00.000Z,9999-01-01T00:00:00.000Z
20378,d007,1992-01-18T00:00:00.000Z,2001-08-26T00:00:00.000Z
20379,d005,1989-11-08T00:00:00.000Z,9999-01-01T00:00:00.000Z
20380,d004,1985-02-21T00:00:00.000Z,9999-01-01T00:00:00.000Z
